@relation test_clustered

@attribute Instance_number numeric
@attribute tweet string
@attribute user string
@attribute timestamp numeric
@attribute lat numeric
@attribute lon numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
183,'Makan telat terus nih..RT  astrid angelika  maag nya kambuh Ka...RT  samsonzzz  Sakit apa nih?? http   myloc.me ixMeS',samsonzzz,1300189355000,-0.151422,115.174,cluster1
184,'I m at Octavio Café (Av. Brg. Faria Lima 2996  R. Lício Nogueira  São Paulo) http   4sq.com idj2J1',katiaweb,1300189358000,-0.406877,-46.826,cluster4
185,'Straks uurtje pauze  gezellig broodje eten met leooo!',Meryrensen,1300189359000,0.791232,6.14411,cluster9
186,' bintangadita ooh iyaa cong lupa akika deeh  zzzz males sekali ya cong kuliah itu  http   myloc.me ixMfu',tiaraMARSYA,1300189359000,-0.131759,110.793,cluster1
187,'#NowPlaying Wedding Daze.. Funny movie. Watched Spread before.',soysawce,1300189359000,0.706539,-93.0906,cluster7
188,'Di goa aja sono looo... RT  radenmasdimas  Mending idup sendiri dari pada idup barng2 tapi pada kgak ngarti http   myloc.me ixMft',ivantantyo,1300189360000,-0.111962,106.822,cluster1
189,'Used car recently added  #KIA #CARENS only £10499 http   bit.ly ePSw0u http   twitpic.com 49p11a','ATuk MPVs',1300189361000,0.798724,-1.34459,cluster8
190,'waktunya menghafal !!!',wildanbaihaqie,1300189362000,-0.119929,107.49,cluster1
191,'At the court house in this long ass line!! In my sweats n my parking meeter is only ring held until 9 00 Fml I hope this is fast',Femzz,1300189363000,0.583829,-78.8171,cluster7
192,' lauratomita  leoamorimtw  augusto vamosco  tchelofernandes  leonista  marcioamcabral  ivonefalcirolli  taistomita  rogercbar Bom Dia!  )',mcrodini,1300189366000,-0.389135,-48.0982,cluster4
193,' sarahragusin rofl.',DaveAdamz,1300189368000,0.643022,-75.1929,cluster7
194,'yg dulu ga bisa d buka  (RT  cacarah  Ehehe D ka knpa twitter bikin lg?RT  r agungpratama  ohh pantesannRT  cacarah  Ke bekasi ka  D gabe','r agungpratama',1300189368000,-0.121306,107.646,cluster1
195,'Lemme make u laugh  2day is national steak n blowjob day lol (  High Rise) http   4sq.com fYk35y',MrADotBoogie,1300189370000,0.499708,-90.0452,cluster7
196,' DesktopDeck On home laptop that does get taken everywhere. Using AVG Internet Security sw as my protection. ... http   tmi.me 7HRtD',tflewis60,1300189372000,0.793855,-2.0778,cluster8
197,'I can t believe that your so far away &lt;3.  http   t.co cy0YhFa',theREALazanni,1300189372000,0.507186,-91.1497,cluster7
198,' vikkilenfant ill buy your glasses for $10!',YUPimRARE,1300189376000,0.625527,-76.9321,cluster7
199,'??? Indonesian Music ??? http   myloc.me ixMhx',anggarabayupalg,1300189379000,-0.137796,110.31,cluster1
200,'RT  nattasyachacha  Sumpah jijik nian jingok kamu duo sejoli yg lagi mabok cinto ! Jangan dak kawen be!!!! Sano ... http   tmi.me 7HRuO',winamarsya,1300189381000,-0.051733,104.667,cluster1
201,'Ya berarti itu beda kan?RT  RenetaMS  Cm bedanya kebalik doang kaaaaaakRT  afandiFAMOSN  Reneta different loh (cont) http   tl.gd 99os43',afandiFAMOSN,1300189381000,-0.109288,106.816,cluster1
202,'I m at Chase Tower (111 E Wisconsin Ave  Water St  Milwaukee) http   4sq.com haNih5',co984life,1300189381000,0.682491,-87.9093,cluster7
203,'Gw udh diambasss ni. Lau slsai jm brp? RT  mengGeeLa  Saya cedera tangan kanan RT  Metro TV  Messi Cedera Kaki Kanan http   t.co RwOkniC vi','dewi dya',1300189382000,-0.108465,106.801,cluster1
204,' LoroParque Apologises if confused with another excursion company which changes it s name every week  now called TripsTenerife. Bit naughty',TenerifeTrips,1300189386000,0.470487,-16.8008,cluster5
205,'I m at Crappy Traffic Jam On 271 North (interstate 271 north  Bedford) http   4sq.com gQthyG',AaronWould,1300189386000,0.660953,-81.5273,cluster7
206,'Is dat worth it vo dat?? cc    anggazhiteru http   myloc.me ixMj1',aiizzhiteru,1300189392000,-0.109288,106.816,cluster1
207,'Daars big shit in Centurion naby my huis O o wie weet wat gaan aan? Choppers en al! http   plixi.com p 84162433','mj healy',1300189392000,-0.437507,28.0011,cluster2
208,'SCNS XTK of 100 000 yds. New record?',GoTimbo,1300189395000,0.571062,-92.1851,cluster7
209,'I m at Pizzeria da Pancino (Via Benedetto Croce  59  Pisa) http   4sq.com e3mapO',rosariofranzoni,1300189395000,0.689384,10.2697,cluster3
210,'Ugh (  Austin Bergstrom International Airport (AUS) ? w  151 others) http   4sq.com evMTCJ',WillMcD,1300189395000,0.501491,-97.9383,cluster7
211,'I m at Itamae Sushi in Stockholm http   gowal.la c 3Ledi',alisasen,1300189395000,0.860166,18.0348,cluster9
212,'waduh ... makin g bener nekmpus... knapa prwkilanmahasiswa d senat akan dhapuskan... ckckck (  ankga room) http   4sq.com hZzgWG','ankga suhenda',1300189401000,0.008068,101.419,cluster1
213,'Nyerah pr pkn!! Sleepy~~ (  Syifa s room) http   4sq.com ev4MyI',syifaNRL,1300189402000,-0.120465,107.57,cluster1
214,'I m at Willis Avenue Bridge (Willis Ave Bridge  New York) http   4sq.com f01lSM','iAdrii ',1300189402000,0.651827,-74.0473,cluster7
215,'Getting ready to go running  training for the 5K run on Saturday (  Natan s Place) http   4sq.com dX8zrs',NatanEspinosa,1300189403000,0.67812,-84.5135,cluster7
216,'Hehe iya yg it ak jg nntn ms! Tp bknya mrka taunya fathiya udh dbuang ke utan kn ms  donoindarto ? RT  donoindarto  ... http   tmi.me 7HRyV',miyaTanAF3,1300189405000,-0.13402,110.377,cluster1
217,'I m at Nino s  Sandton City (Sandton City  Sandton Drive  Rivonia Road  Johannesburg) http   4sq.com gFYzs2',dannygreeff,1300189406000,-0.571204,16.4478,cluster2
218,' HeyAimeeMonroe we what?! Nobody tells me these things',kiranmarshall,1300189407000,0.785148,-0.183601,cluster6
219,'Según EuropaPress el NeoTokio de AKIRA acaba de E-X-P-L-O-T-A-R. Más idioteces?',webbo,1300189408000,0.588494,-5.55079,cluster5
220,'Fuck the pg courthouse..',TheGreatGatsbe,1300189410000,0.626772,-76.7639,cluster7
221,'Cutchogue East Elementary Schl  5* -   #WHEREinNYC http   bit.ly ezml8D',WHEREreviews,1300189411000,0.655865,-72.5287,cluster7
222,'Good morning!  )','HE taughtmethat',1300189412000,0.499276,-90.1185,cluster7
223,'I m at Renaissance Waterfront Hotel (606 Congress St.  D St.  Boston) http   4sq.com e4Brbl',rdammkoehler,1300189413000,0.673631,-71.04,cluster7
224,'Payah lo udh kabur duluan.. Ahahaha RT  monicachuo  Ini semua gara\" lu ! RT  Johnson Ryan  Di mobil sama (cont) http   tl.gd 99os42','Johnson Ryan',1300189416000,-0.110593,106.349,cluster1
225,'RT  detikcom  RT  budionodarsono  Islam itu penuh kedamaian dan keberagaman  bukan penebar kekerasan  apalagi pengeboman','noura hime',1300189417000,-0.109693,106.77,cluster1
226,' xarxa cool. Twitter for iPhone shows me upside down in the time line. Guess it s cached for now. Already at work?',Chanathan,1300189417000,0.555194,-84.3815,cluster7
227,'Nanti saya tampar yes! PlakRT  selaseliselu  Cieee yg uda baekan lol RT \" Iratiani  Capenyaaaaa luar biasaa (???“)  ido767 anterin makan don',Iratiani,1300189418000,-0.108465,106.801,cluster1
228,'Makan sama ibu-ibu (  Pondok Makan Selaras) http   4sq.com eNxPwu',otisaumi,1300189419000,-0.123806,110.398,cluster1
229,'SWT SWT zz http   myloc.me ixMmb',michellemliani,1300189419000,-0.107289,106.815,cluster1
230,'“ sexcin6  Good morning! Thank you Lord for another day.”',tonytjohnson,1300189419000,0.673009,-71.0715,cluster7
231,'Wakakaa atuuur aja ci gmana baiknya  jp RT  pingpingchabby   MCanggri  cantikacindy  gw td pp cuy  whahaa kyanya gw ngkos lg ajah stress gw',MCanggri,1300189419000,-0.10816,106.787,cluster1
232,'NEW! Inventory Specialist - Apple Store   ( #Edison   NJ) http   bit.ly hg6NiA #Jobs #Job #TweetMyJOBS','tmj njn jobs',1300189420000,0.64906,-74.44,cluster7
233,'I m at Netnod (Franzéngatan 5  Stockholm) http   4sq.com geFmHQ',klindqvist,1300189421000,0.860137,17.999,cluster9
234,'I m at Brampton Train Station http   4sq.com fZbwNe',rkilts,1300189422000,0.686746,-80.1442,cluster7
235,'Mkt gonna get crushed. Japan dwn 10 percent. Brace yrself wll prob be a bad day.',tunlawtaylor,1300189426000,0.628186,-77.0817,cluster7
236,'I m at National Gallery (Trafalgar Square  London) http   4sq.com gGi17k',AndreyMaslak,1300189427000,0.782702,-0.128363,cluster6
237,'Dinner (  Original Kayu Nasi Kandar) http   4sq.com gq6IET',zamzaki,1300189427000,0.05375,101.615,cluster1
238,'Daars big shit in Centurion naby my huis O o wie weet wat gaan aan? Choppers en al! http   plixi.com p 84162510','mj healy',1300189427000,-0.437507,28.0011,cluster2
239,'I m at Mahallah Uthman (International Islamic University Malaysia  Jalan Gombak  Gombak) http   4sq.com egmGvv',divadivana88,1300189427000,0.056045,101.702,cluster1
240,'P.S.  I love you.  #ilya',kullgen,1300189429000,0.601453,-76.4526,cluster7
241,'I m at Chez Livio (6 Rue de Longchamp  Neuilly-sur-Seine) http   4sq.com e5mOjG','MAr tweets',1300189431000,0.753265,2.24661,cluster6
242,' kateyy   branded clearance are looking on the fort.',LittleLydia14,1300189432000,0.803715,-2.25793,cluster8
243,'Aduh angkot pd kosong2 amat sih   mencekam!!! http   myloc.me ixMnY',syifachairinisa,1300189432000,-0.114423,106.768,cluster1
244,'Mayne I dnt feal good at all I.dnt feal like being bothered wit dese highpoint niggas','Posh Daddy',1300189434000,0.629745,-76.9795,cluster7
245,pauze,pimmetjohh,1300189437000,0.788944,5.02774,cluster9
246,'My new fear is Getting stuck on a chairlift',Rae604,1300189437000,0.756992,-123.057,cluster7
247,' Bodiinee cker LOL XD',thomasvdesign,1300189441000,0.785898,4.66136,cluster9
248,'Lisa en anouschka eten kots op',marvinclaessens,1300189442000,0.780594,5.63815,cluster9
249,' PRobLovesPFach what s wrong? Not feelin school today?',youdazzledme,1300189442000,0.619901,-77.6353,cluster7
250,'Tom indbakke. Det er vist første gang siden... Det er vist bare første gang! #WooHuu',ConixDK,1300189443000,0.826618,12.2936,cluster9
251,'Please no one sit next to me. I like my two free seats.',kinesthesia,1300189444000,0.802878,-1.34863,cluster8
252,'RT  projoblogs  RI bill would make insurers cover autism treatment http   bit.ly giWFsN',MyLifeinRI,1300189447000,0.673549,-71.0855,cluster7
253,'would like 2 meet the risk mgt team that decided a tsunami sea wall wasnt worth the opportunity cost of destroying the nuke power industry',rocketjohnnyk,1300189447000,0.627757,-77.0563,cluster7
254,'I m at Skarven Enterprises (400 Connell Drive  Berkeley Heights) http   4sq.com gEZyFQ',Kimbellina42,1300189448000,0.651492,-74.4612,cluster7
255,' manumanyes donde crees? xd',Nioigte,1300189448000,0.63571,-0.369527,cluster5
256,'Off to school.',ObeyFoo,1300189450000,0.680769,-78.8538,cluster7
257,' jweilandnet  saschaurbansky Bei mir ging das ganz gut  http   bit.ly e00Rqo','scheibo ',1300189450000,0.780439,10.0723,cluster9
258,'Yeee - - RT  AntamiHkm  Hutan RT  araaayoo  Pengen deh punya rumah tapi yang masih ada kebon kebonnya gitu  3 http   myloc.me ixMq5',araaayoo,1300189451000,-0.110054,106.772,cluster1
259,'Work! (  Disac) http   4sq.com dKuCvO',rodrygosilveira,1300189453000,-0.406877,-46.826,cluster4
260,'Brunch  ) (  Grenander) http   4sq.com dTqeeA','RS 5150',1300189453000,0.792868,13.3354,cluster9
261,'-???-???-??? -???-???-??? sediiih nyoooo RT  daeewith  Right ! Zzzzz RT  rayzirish  Tiada hari tanpa belajar.. http   myloc.me ixLPt',rayzirish,1300189455000,-0.131877,110.769,cluster1
262,'ia buat nilai praktekRT  putrikystri   Buat nilai gt ya kigung? Perkelas? RT  r agungpratama  deama indonesia n b.inggris tp lipsingRT  p','r agungpratama',1300189459000,-0.121306,107.646,cluster1
263,'Tuftuftuf #ns hoop dat dit snel over is  -  zit er nog iemand in #utrecht die na 4en ri #alkmaar gaat?',HamoteB,1300189459000,0.794332,4.70843,cluster9
264,'CONGRATULATIONS!! RT  LollyMiya  I GOT ACCEPTED INTO CALIFORNIA STATE UNIVERSITY!',arshaddddd,1300189459000,0.038555,102.261,cluster1
265,'Lempar batu smbunyi tangan .. Hohoho kaya org2 ga tau busuknya dy hihihi..ksian bgt sih lo ?(? ? !)???  http   myloc.me ixOfw',PuspitaSani,1300190428000,-0.10768,106.617,cluster1
266,'Head and shoulders  you always got my back. Thanks for looking out',emspins,1300189462000,0.641799,-86.2411,cluster7
267,'Too dark to be Walkin to my bus stop so my favorite aunte came brought me to it','HE taughtmethat',1300189462000,0.499276,-90.1185,cluster7
268,'Iya tau sai  tp qm gag tau sih dy wkt mrh2 ma adit nuduh jadian dlu n ngomong2 gmn gt...tp ya gag tau tu status (cont) http   tl.gd 99osss','Lya LoH',1300189465000,-0.136399,110.375,cluster1
269,'\"...Hatiku cuma ada satu  sudah untuk mencintaimu  tolong jangan sakiti lagi  nanti aku bisa mati...\" *nyanyi apa curhat*  p',aLiyahSyamsuL,1300189465000,-0.090575,119.432,cluster1
270,' erenkaynar1 sterkte brada(l)','dennis fct',1300189465000,0.79006,6.70196,cluster9
271,'Feel bad for those who work with me today. Woke up with ferocious headache and awful mood. This is gonna be a fun day.',txkelli,1300189465000,0.538403,-95.1298,cluster7
272,'Let s get it.',batchelorparty,1300189465000,0.627757,-77.0563,cluster7
273,'Protesters in Bahrain  ready to confront  foreign forces http   bbc.in hhWHy1 via  BBCNews',trpsimoes,1300189469000,0.625311,-9.14369,cluster5
274,'RT  RamalanKita  sifat negatif C adalah tidak toleran  suka gosip dan kritis. http   myloc.me ixMsh','tataa citraa',1300189469000,-0.135795,110.37,cluster1
275,'AHA!! Chow tofu!! (  Restoran Chew Chew Chow Tofu) http   4sq.com hfaE2k',Abbieleo,1300189473000,0.0552,101.617,cluster1
276,'The person God is bringing you will increase you by adding and multiplying. ~DrBetty','drbetty dlamini',1300189473000,0.630966,-86.5924,cluster7
277,'Semalam twit ttg pengalaman mendaki macet gara2 lowbat. Baiklah  skg gue lanjutin..',naztaaa,1300189474000,-0.110593,106.349,cluster1
278,'God diem if I see one more Snapback',LikeMikeC,1300189476000,0.62649,-77.1198,cluster7
279,'I m at The Square Peg  (Wetherspoon) (115 Corporation St  Birmingham) http   4sq.com eviUp5','Dan Hess',1300189477000,0.792089,-2.03365,cluster8
280,'Verveling  http   myloc.me ixMt7',Pindatjhu,1300189477000,0.78208,4.30691,cluster9
281,' ane battagynski KEKEKEKEKEKEKE',RenatoBasilio,1300189478000,-0.37415,-48.3968,cluster4
282,'DVD time   Blackswan (  Cita s cribs !) http   4sq.com hb2Nig',citaernanda,1300189478000,-0.127605,112.756,cluster1
283,'I m at g square http   4sq.com hzdP5X',befaure,1300189478000,0.690761,7.27825,cluster3
284,'Die ouwe man.daar is echt lelijk   Ooh kut het is mijn vader',lisavdploegx,1300189483000,0.794853,5.79518,cluster9
285,'I don t get high because life keeps me at a decent hight.',DerrickWhitney,1300189484000,0.632362,-94.6965,cluster7
286,' PRT  BayuAryaDipta  Amin  ) RT  sinta cappucino iya mggu dpn  ( doain y bay haha','sinta cappucino',1300189487000,-0.041879,113.797,cluster1
287,'I m sick n very ill... Headache please go away!! http   myloc.me ixMup',echyzega,1300189488000,-0.108465,106.801,cluster1
288,'Yg penting berdua.. Haha RT  chicagun  Moso Sate..?? Yg Lain keqRT kantiwahab  Kita mkn sate ajah yah kk  nazhvandy... RT gadiza fratiwi*',kantiwahab,1300189490000,-0.089807,119.418,cluster1
289,'Bom dia!! Manhã cheia... saindo agora volto mais tarde  tenham uma ótima terça!!',WeLoveRXHr,1300189492000,-0.504057,-51.3061,cluster4
290,'#Orleans     Orleans - Bord De Loire http   instagr.am p CQdzE ',sylviemacbook,1300189493000,0.740968,1.87585,cluster6
291,'I m at Sitecore (Vester Farimagsgade 3  København) http   4sq.com gnNEnR',denmark98,1300189494000,0.825838,12.5555,cluster9
292,'Someone pass me some #Kleenex  water  and some Mucinex! #sick',qetakemp,1300189495000,0.615188,-79.1343,cluster7
293,'I m at Gereja Santo Yusuf (Cirebon) http   4sq.com f7IYq4','Yu Stef',1300189498000,-0.117443,108.568,cluster1
294,'Ye ogah   masa kalo dy selingkuh harus terima apa adanya  ( ¬??? ¬??”) RT  faktacowok  Intinya satu. (cont) http   tl.gd 99ot5u',ditagege,1300189500000,-0.119983,108.18,cluster1
295,'Korea RT  PickOneIndo  #pickoneID KOREA   JEPANG http   myloc.me ixMwr',yolandha,1300189501000,-0.112329,106.843,cluster1
296,'Males bacanya aaargghhRT   bebito   Pasti bs..!!! RT  asisi achoy  OMG !!!! Banyak. Banget ya   bahannya     PusinG. Euy http   myloc.me ixL','asisi achoy',1300189504000,-0.112133,106.725,cluster1
297,'A vida e maravilhosa se não se tem medo dela !! O medo derrota mais pessoas que qualquer outra coisa no mundo... #pensenisso','bruno cianorte',1300189506000,-0.406877,-46.826,cluster4
298,'It s as easy as trying to eat rice with chopsticks blind folded! #whoeverinventedfuckingjavashit?',rickscfchodgy,1300189509000,0.80206,-2.24707,cluster8
299,'Gaan we weer... http   t.co LPrsKUF','S troost',1300189509000,0.789785,5.39352,cluster9
300,' preeemeow Awwww Red!',DeSantisXtina,1300189513000,0.652594,-72.9066,cluster7
301,' agmaulana da launch da ek',hantupolong88,1300189514000,0.052918,101.646,cluster1
302,'Lady gaga lah oneng wkwk- - RT  PickOneIndo  #pickoneID Lady Gaga   Lady Dada (Jupe)',FANIMAULFI,1300189549000,-0.117556,108.512,cluster1
303,' Siriusjay try this link http   t.co aEorlJq',KevinSchwenk,1300189519000,0.66447,-75.6355,cluster7
304,'Twosday everything on two s today today (  Cazbah) http   4sq.com e1Qoei',bgriffin04,1300189520000,0.681633,-77.4249,cluster7
305,'L accident de Fukushima reclassé accident nucléaire de niveau 6 sur une échelle qui en comporte 7 (7= Tchernobyl).','gwen 611',1300189521000,0.752593,2.2241,cluster6
306,'Better alone . http   myloc.me ixMz0',chaiicuth,1300189523000,-0.119891,107.603,cluster1
307,' florianehrich  naddel maus guckst du bei  anjahagge','Ein Heidekamper',1300189524000,0.807485,10.4713,cluster9
308,' PoetYouWhore -.- lol',hersheeyss,1300189527000,0.56064,-118.2,cluster7
309,'Laatste uurtje economie..',Imanovich,1300189530000,0.783209,5.06395,cluster9
310,'Ya Allah Ya Tuhanku Ya Rabbi mohon belas kasihmu untuk kami ( aku mencintaiMu (-??-??? -??-???) http   myloc.me ixMzc',galangwithnurul,1300189530000,-0.150179,115.071,cluster1
311,'I m at Starbucks (Jalan Iskandarsyah II No.2  Pasaraya Grande  Jakarta Selatan) http   4sq.com fWjUba',RetnoMochin,1300189530000,-0.108769,106.802,cluster1
312,'Medo das fotos do.churras',Fefog,1300189530000,-0.432786,-49.3916,cluster4
313,'I m at Robinson Library (University of Newcastle upon Tyne  Newcastle upon Tyne) http   4sq.com hX7T7C',ss1271,1300189531000,0.818741,-1.77567,cluster8
314,'FIELD SE... - #Columbus   OH (http   tinyurl.com 4fo72g8) Get Heavy Equipment Mechanic Jobs #HeavyEquipmentMechanic #jobs #job #GetAllJobs',GetHeEqMechJobs,1300189531000,0.64271,-83.0015,cluster7
315,'I m at Peace River Hospital (2500 harbor blvd  Port Charlotte) http   4sq.com e1Yu7m',julianrdetris,1300189532000,0.453168,-82.1562,cluster7
316,'Pretty sure my car got towed #damnit',genlyn15,1300189532000,0.584461,-86.4839,cluster7
317,'1 kegiatan slesai.. http   myloc.me ixMzC',D2q,1300189533000,-0.134933,110.367,cluster1
318,'RT  deltanalisa  tired of being alone. tired of being poor. tired of being loser. I hate you already  God.  ) http   myloc.me ixMAn',sarahnashwa,1300189534000,-0.10768,106.617,cluster1
319,' HotMess247 I am sure  polishblondepgh was merely pointing out that today is the #idesofMarch','Tallis VA',1300189535000,0.614101,-79.4876,cluster7
320,'Orang yg baru liat jakarta kayak lo  NORAK ! http   myloc.me ixMAt',auliamadian,1300189535000,-0.10872,106.817,cluster1
321,'Sesama embek jgn becakut uy RT  D en Y  Km ja gin aku kd ktju rumput RT  indrabudianto  Makan rumput RT  D en Y  Makan lalapan aj ah mlm ini','anton arifin',1300189535000,-0.072826,110.838,cluster1
